formatted_date,close,20_SMA,50_SMA
2019-01-01,36.98249816894531,36.98249816894531,36.98249816894531
2019-01-08,37.5,37.241249084472656,37.241249084472656
2019-01-15,39.20500183105469,37.895833333333336,37.895833333333336
2019-01-22,39.07500076293945,38.19062519073486,38.19062519073486
2019-01-29,42.8125,39.11500015258789,39.11500015258789
2019-02-05,42.35749816894531,39.65541648864746,39.65541648864746
2019-02-12,42.60499954223633,40.07678549630301,40.07678549630301
2019-02-19,43.557498931884766,40.51187467575073,40.51187467575073
2019-02-26,43.962501525878906,40.895277659098305,40.895277659098305
2019-03-05,44.724998474121094,41.278249740600586,41.278249740600586
2019-03-12,47.005001068115234,41.798863497647375,41.798863497647375
2019-03-19,47.185001373291016,42.247708320617676,42.247708320617676
2019-03-26,47.810001373291016,42.675577016977165,42.675577016977165
2019-04-02,50.025001525878906,43.200535910470144,43.200535910470144
2019-04-09,49.807498931884766,43.64100011189779,43.64100011189779
2019-04-16,51.13249969482422,44.10921883583069,44.10921883583069
2019-04-23,51.15250015258789,44.52352950152229,44.52352950152229
2019-04-30,52.119998931884766,44.94555558098687,44.94555558098687
2019-05-07,46.43000030517578,45.02368425068102,45.02368425068102
2019-05-14,45.772499084472656,45.06112499237061,45.06112499237061
2019-05-21,44.74250030517578,45.449125099182126,45.045952388218474
2019-05-28,43.32500076293945,45.7403751373291,44.96772731434215
2019-06-04,48.14500045776367,46.18737506866455,45.105869624925695
2019-06-11,48.47249984741211,46.657250022888185,45.24614588419596
2019-06-18,49.64500045776367,46.998875045776366,45.42210006713867
2019-06-25,50.38750076293945,47.40037517547607,45.613077016977165
2019-07-02,50.005001068115234,47.77037525177002,45.77574087072302
2019-07-09,51.3025016784668,48.157625389099124,45.9731251852853
2019-07-16,51.80500030517578,48.549750328063965,46.17422432735049
2019-07-23,52.41999816894531,48.93450031280518,46.38241678873698
2019-07-30,48.334999084472656,49.001000213623044,46.44540331440587
2019-08-06,50.119998931884766,49.14775009155274,46.56023442745209
2019-08-13,52.587501525878906,49.386625099182126,46.74287888498017
2019-08-20,51.622501373291016,49.46650009155273,46.886397193459906
2019-08-27,52.185001373291016,49.585375213623045,47.03778588431222
2019-09-03,53.54249954223633,49.70587520599365,47.21847237481011
2019-09-10,54.974998474121094,49.89700012207031,47.42810821533203
2019-09-17,54.68000030517578,50.025000190734865,47.61894748085424
2019-09-24,55.99250030517578,50.50312519073486,47.833653963529144
2019-10-01,56.76499938964844,51.052750205993654,48.05693759918213
2019-10-08,58.967498779296875,51.76400012969971,48.32304884747761
2019-10-15,60.127498626708984,52.604125022888184,48.604107175554546
2019-10-22,62.26250076293945,53.310000038146974,48.92174423572629
2019-10-29,64.375,54.10512504577637,49.272954594005235
2019-11-05,65.55000305175781,54.90037517547607,49.634666781955296
2019-11-12,66.7750015258789,55.719750213623044,50.00728275464929
2019-11-19,66.59249877929688,56.54912509918213,50.36015969134392
2019-11-26,66.04000091552734,57.28600006103515,50.68682305018107
2019-12-03,66.7300033569336,58.032250213623044,51.014234893176024
2019-12-10,69.96499633789062,58.90950012207031,51.39325012207031
2019-12-17,71.0,60.04275016784668,52.073600158691406
2019-12-24,72.87999725341797,61.18075008392334,52.781200103759765
